"enhancer","triplet_pairs","cum_abs_estimate_out","cum_abs_estimate_in","n_regulating_TFs","n_regulated_genes","n_regulated_promoters","source_measurement_types","is_expressed","is_mediating","cum_abs_estimate_total","pareto","label"
"chr2_186714539_186714895",0,0.142653306780714,0,0,1,1,"aCRE",FALSE,FALSE,0.142653306780714,FALSE,""
"chr2_186756794_186757692",0,0.285689645658034,0,0,2,2,"aCRE",FALSE,FALSE,0.285689645658034,FALSE,""
"chr2_186771292_186772409",0,0.378805863490086,0,0,2,2,"aCRE",FALSE,FALSE,0.378805863490086,FALSE,""
"chr2_186822100_186822984",0,0.118135456460301,0,0,1,1,"aCRE",FALSE,FALSE,0.118135456460301,FALSE,""
"chr2_186630460_186631356",0,0.1103839216151,0,0,1,1,"aCRE",TRUE,FALSE,0.1103839216151,FALSE,""
"chr2_186714116_186714461",0,0.114119088118789,0,0,1,1,"aCRE",FALSE,FALSE,0.114119088118789,FALSE,""
"chr2_186839605_186840532",0,0.125796389224701,0,0,1,1,"aCRE",TRUE,FALSE,0.125796389224701,FALSE,""
"chr2_187421158_187422151",0,0.106791769587688,0,0,1,1,"aCRE",FALSE,FALSE,0.106791769587688,FALSE,""
"chr2_187547080_187548016",0,0.250364808338714,0,0,1,1,"aCRE",TRUE,FALSE,0.250364808338714,FALSE,""
"chr2_188455873_188456761",0,0.463567541920855,0,0,1,1,"aCRE",TRUE,FALSE,0.463567541920855,FALSE,""
"chr2_187874186_187876079",0,0.254037452202999,0,0,1,2,"aCRE",FALSE,FALSE,0.254037452202999,FALSE,""
"chr2_187993228_187994197",0,0.125969306017921,0,0,1,1,"aCRE",TRUE,FALSE,0.125969306017921,FALSE,""
"chr2_188204652_188205472",0,0.108892453731058,0,0,1,1,"aCRE",FALSE,FALSE,0.108892453731058,FALSE,""
"chr2_188322375_188323310",0,0.106433953444923,0,0,1,1,"aCRE",FALSE,FALSE,0.106433953444923,FALSE,""
"chr2_188718852_188719763",0,0.140716607729821,0,0,1,1,"aCRE",FALSE,FALSE,0.140716607729821,FALSE,""
"chr2_188896901_188897776",0,0.18337203453214,0,0,1,1,"aCRE",FALSE,FALSE,0.18337203453214,FALSE,""
"chr2_188978034_188979159",0,0.770502013254508,0,0,3,3,"aCRE",FALSE,FALSE,0.770502013254508,FALSE,""
"chr2_188972382_188973276",0,0.139188295234249,0,0,1,1,"aCRE",FALSE,FALSE,0.139188295234249,FALSE,""
"chr2_189357042_189357980",0,0.138055553164836,0,0,1,1,"aCRE",TRUE,FALSE,0.138055553164836,FALSE,""
"chr2_189624256_189625237",0,0.138408864852966,0,0,1,1,"aCRE",FALSE,FALSE,0.138408864852966,FALSE,""
"chr2_189096587_189097474",0,0.1414188848173,0,0,1,1,"aCRE",FALSE,FALSE,0.1414188848173,FALSE,""
"chr2_189412073_189412901",0,0.122677926230821,0,0,1,1,"aCRE",FALSE,FALSE,0.122677926230821,FALSE,""
"chr2_189633243_189634181",0,0.145378921098448,0,0,1,1,"aCRE",FALSE,FALSE,0.145378921098448,FALSE,""
"chr2_189825738_189826761",0,0.109918009522375,0,0,1,1,"aCRE",FALSE,FALSE,0.109918009522375,FALSE,""
"chr2_189552743_189553627",0,0.129201537763905,0,0,1,1,"aCRE",FALSE,FALSE,0.129201537763905,FALSE,""
"chr2_189640840_189641823",0,0.135421590693158,0,0,1,1,"aCRE",FALSE,FALSE,0.135421590693158,FALSE,""
"chr2_189814703_189815517",0,0.110687026399692,0,0,1,1,"aCRE",FALSE,FALSE,0.110687026399692,FALSE,""
"chr2_190563372_190564274",0,1.28099975760352,0,0,6,6,"aCRE",FALSE,FALSE,1.28099975760352,FALSE,""
"chr2_190696888_190697776",0,0.321050222118348,0,0,2,2,"aCRE",FALSE,FALSE,0.321050222118348,FALSE,""
"chr2_190858759_190859987",0,0.114089290049496,0,0,1,1,"aCRE",FALSE,FALSE,0.114089290049496,FALSE,""
"chr2_191507125_191508026",0,0.175127959319296,0,0,1,1,"aCRE",TRUE,FALSE,0.175127959319296,FALSE,""
"chr2_192158885_192159784",0,0.133243241551102,0,0,1,1,"aCRE",FALSE,FALSE,0.133243241551102,FALSE,""
"chr2_191919999_191921070",0,0.224297206528545,0,0,1,1,"aCRE",FALSE,FALSE,0.224297206528545,FALSE,""
"chr2_19177028_19178094",0,0.138968619497776,0,0,1,1,"aCRE",FALSE,FALSE,0.138968619497776,FALSE,""
"chr2_193506954_193507923",0,0.111179853281998,0,0,1,1,"aCRE",FALSE,FALSE,0.111179853281998,FALSE,""
"chr2_19178102_19178958",0,0.140004250125338,0,0,1,1,"aCRE",FALSE,FALSE,0.140004250125338,FALSE,""
"chr2_193867385_193868234",0,0.187388050505484,0,0,1,1,"aCRE",FALSE,FALSE,0.187388050505484,FALSE,""
"chr2_193690298_193691175",0,0.165071703570159,0,0,1,1,"aCRE",FALSE,FALSE,0.165071703570159,FALSE,""
"chr2_194327179_194327930",0,0.121558750816563,0,0,1,1,"aCRE",FALSE,FALSE,0.121558750816563,FALSE,""
"chr2_195091591_195092951",0,0.121958636538251,0,0,1,1,"aCRE",FALSE,FALSE,0.121958636538251,FALSE,""
"chr2_195130838_195131738",0,0.160708553338075,0,0,1,1,"aCRE",FALSE,FALSE,0.160708553338075,FALSE,""
"chr2_195212141_195213246",0,0.138423842679892,0,0,1,1,"aCRE",FALSE,FALSE,0.138423842679892,FALSE,""
"chr2_195251771_195252750",0,0.171391738775829,0,0,1,1,"aCRE",FALSE,FALSE,0.171391738775829,FALSE,""
"chr2_195279682_195280586",0,0.123462975882893,0,0,1,1,"aCRE",FALSE,FALSE,0.123462975882893,FALSE,""
"chr2_195304059_195304984",0,0.213621324544038,0,0,1,1,"aCRE",FALSE,FALSE,0.213621324544038,FALSE,""
"chr2_195793450_195794409",0,0.30320041723813,0,0,2,2,"aCRE",FALSE,FALSE,0.30320041723813,FALSE,""
"chr2_195715481_195716171",0,0.190637389075729,0,0,1,1,"aCRE",FALSE,FALSE,0.190637389075729,FALSE,""
"chr2_196159813_196160720",0,0.122765863558266,0,0,1,1,"aCRE",FALSE,FALSE,0.122765863558266,FALSE,""
"chr2_196274085_196275204",0,0.157860843659295,0,0,1,1,"aCRE",FALSE,FALSE,0.157860843659295,FALSE,""
"chr2_196113320_196114258",0,0.124752433651977,0,0,1,1,"aCRE",TRUE,FALSE,0.124752433651977,FALSE,""
"chr2_196210994_196211950",0,0.331783005852682,0,0,1,1,"aCRE",FALSE,FALSE,0.331783005852682,FALSE,""
"chr2_196173249_196174146",0,0.153503657208271,0,0,1,1,"aCRE",FALSE,FALSE,0.153503657208271,FALSE,""
"chr2_196370055_196370978",0,0.278845015746848,0,0,1,1,"aCRE",FALSE,FALSE,0.278845015746848,FALSE,""
"chr2_196413542_196414439",0,0.274272669062746,0,0,1,1,"aCRE",FALSE,FALSE,0.274272669062746,FALSE,""
"chr2_196487318_196488211",0,0.152359897383912,0,0,1,1,"aCRE",FALSE,FALSE,0.152359897383912,FALSE,""
"chr2_196480996_196481807",0,0.163233925492734,0,0,1,1,"aCRE",FALSE,FALSE,0.163233925492734,FALSE,""
"chr2_196750760_196751673",0,0.114397586321648,0,0,1,1,"aCRE",FALSE,FALSE,0.114397586321648,FALSE,""
"chr2_196922303_196923180",0,0.121048564229493,0,0,1,1,"aCRE",FALSE,FALSE,0.121048564229493,FALSE,""
"chr2_197141497_197142364",0,0.170414629998447,0,0,1,1,"aCRE",FALSE,FALSE,0.170414629998447,FALSE,""
"chr2_196933059_196933979",0,0.175548083261173,0,0,1,1,"aCRE",FALSE,FALSE,0.175548083261173,FALSE,""
"chr2_197062387_197063284",0,0.203097567005997,0,0,1,1,"aCRE",FALSE,FALSE,0.203097567005997,FALSE,""
"chr2_197760132_197760914",0,0.13167131352673,0,0,1,1,"aCRE",FALSE,FALSE,0.13167131352673,FALSE,""
"chr2_197278563_197279438",0,0.225999599161192,0,0,1,1,"aCRE",FALSE,FALSE,0.225999599161192,FALSE,""
"chr2_197587044_197587955",0,1.1152278640966,0,0,4,4,"aCRE,tCRE",TRUE,FALSE,1.1152278640966,FALSE,""
"chr2_197657046_197658148",0,0.419802455877118,0,0,2,2,"aCRE",FALSE,FALSE,0.419802455877118,FALSE,""
"chr2_197708706_197709633",0,0.269955507679037,0,0,2,2,"aCRE",FALSE,FALSE,0.269955507679037,FALSE,""
"chr2_197184850_197185759",0,0.118440299250054,0,0,1,1,"aCRE",FALSE,FALSE,0.118440299250054,FALSE,""
"chr2_197345884_197346776",0,0.123190214731913,0,0,1,1,"aCRE",FALSE,FALSE,0.123190214731913,FALSE,""
"chr2_197799972_197800721",0,0.265155670775383,0,0,2,2,"aCRE",FALSE,FALSE,0.265155670775383,FALSE,""
"chr2_197005388_197006438",0,0.118514461532558,0,0,1,1,"tCRE",TRUE,FALSE,0.118514461532558,FALSE,""
"chr2_197798895_197799721",0,0.130541970362993,0,0,1,1,"aCRE",FALSE,FALSE,0.130541970362993,FALSE,""
"chr2_197677197_197678111",0,0.117461358565105,0,0,1,1,"aCRE",FALSE,FALSE,0.117461358565105,FALSE,""
"chr2_197849415_197850307",0,0.1383788854735,0,0,1,1,"aCRE",FALSE,FALSE,0.1383788854735,FALSE,""
"chr2_197940130_197941024",0,0.111810383159761,0,0,1,1,"aCRE",FALSE,FALSE,0.111810383159761,FALSE,""
"chr2_198052780_198053585",0,0.107480544802229,0,0,1,1,"aCRE",FALSE,FALSE,0.107480544802229,FALSE,""
"chr2_198074775_198075781",0,0.11786394463934,0,0,1,1,"aCRE",FALSE,FALSE,0.11786394463934,FALSE,""
"chr2_198098653_198099604",0,0.135231352232776,0,0,1,1,"aCRE",FALSE,FALSE,0.135231352232776,FALSE,""
"chr2_199404936_199405949",0,0.166759585629645,0,0,1,1,"aCRE",FALSE,FALSE,0.166759585629645,FALSE,""
"chr2_199179081_199179963",0,0.305444271887865,0,0,1,1,"aCRE",TRUE,FALSE,0.305444271887865,FALSE,""
"chr2_199480686_199481622",0,0.171855378730347,0,0,1,1,"aCRE",FALSE,FALSE,0.171855378730347,FALSE,""
"chr2_199599093_199600024",0,0.130423618574907,0,0,1,1,"aCRE",FALSE,FALSE,0.130423618574907,FALSE,""
"chr2_199794153_199795024",0,0.120247221843523,0,0,1,1,"aCRE",FALSE,FALSE,0.120247221843523,FALSE,""
"chr2_19933068_19934133",0,0.118100609774555,0,0,1,1,"aCRE",FALSE,FALSE,0.118100609774555,FALSE,""
"chr2_20034522_20035339",0,0.246540588513044,0,0,1,1,"aCRE",FALSE,FALSE,0.246540588513044,FALSE,""
"chr2_20300370_20301336",0,0.198285270068867,0,0,1,1,"aCRE",FALSE,FALSE,0.198285270068867,FALSE,""
"chr2_19951998_19953262",0,0.208360417726473,0,0,1,1,"aCRE",FALSE,FALSE,0.208360417726473,FALSE,""
"chr2_20148574_20149962",0,0.130307868759727,0,0,1,1,"aCRE",FALSE,FALSE,0.130307868759727,FALSE,""
"chr2_200356531_200357659",0,0.126509778784485,0,0,1,1,"aCRE",TRUE,FALSE,0.126509778784485,FALSE,""
"chr2_200735398_200736305",0,0.108653628146886,0,0,1,1,"aCRE",FALSE,FALSE,0.108653628146886,FALSE,""
"chr2_200273918_200275166",0,0.372736511878978,0,0,1,2,"aCRE,tCRE",TRUE,FALSE,0.372736511878978,FALSE,""
"chr2_200310372_200311398",0,0.23689023795056,0,0,1,1,"aCRE",FALSE,FALSE,0.23689023795056,FALSE,""
"chr2_200455585_200456460",0,0.165845388377287,0,0,1,1,"aCRE",FALSE,FALSE,0.165845388377287,FALSE,""
"chr2_200155031_200155891",0,0.111042695932011,0,0,1,1,"aCRE",FALSE,FALSE,0.111042695932011,FALSE,""
"chr2_200747400_200748522",0,0.231676566423292,0,0,2,2,"aCRE",FALSE,FALSE,0.231676566423292,FALSE,""
"chr2_200669974_200671225",0,0.127572960951643,0,0,1,1,"aCRE",FALSE,FALSE,0.127572960951643,FALSE,""
"chr2_200694907_200695820",0,0.274870358115246,0,0,2,2,"aCRE",FALSE,FALSE,0.274870358115246,FALSE,""
"chr2_200109349_200110189",0,0.141015640467066,0,0,1,1,"aCRE",FALSE,FALSE,0.141015640467066,FALSE,""
"chr2_200262200_200263069",0,0.139003987764735,0,0,1,1,"aCRE",FALSE,FALSE,0.139003987764735,FALSE,""
"chr2_200705315_200706313",0,0.150243314502958,0,0,1,1,"aCRE",FALSE,FALSE,0.150243314502958,FALSE,""
"chr2_201152834_201153762",0,0.277384555719498,0,0,2,2,"aCRE",FALSE,FALSE,0.277384555719498,FALSE,""
"chr2_200913359_200914254",0,0.182106053230213,0,0,1,1,"aCRE",FALSE,FALSE,0.182106053230213,FALSE,""
"chr2_201192575_201193397",0,0.594343596747127,0,0,2,2,"aCRE",FALSE,FALSE,0.594343596747127,FALSE,""
"chr2_201148689_201149745",0,0.11529086439387,0,0,1,1,"aCRE",FALSE,FALSE,0.11529086439387,FALSE,""
"chr2_201257312_201258929",0,0.317407474671164,0,0,1,1,"aCRE,tCRE",TRUE,FALSE,0.317407474671164,FALSE,""
"chr2_201275711_201276635",0,0.130562668085627,0,0,1,1,"aCRE",FALSE,FALSE,0.130562668085627,FALSE,""
"chr2_201420037_201421099",0,0.226163517076129,0,0,1,1,"aCRE",FALSE,FALSE,0.226163517076129,FALSE,""
"chr2_201356940_201357857",0,0.108106693339941,0,0,1,1,"aCRE",TRUE,FALSE,0.108106693339941,FALSE,""
"chr2_201465361_201466612",0,0.319077171612685,0,0,2,2,"aCRE",TRUE,FALSE,0.319077171612685,FALSE,""
"chr2_202006984_202007903",0,0.148550628302821,0,0,1,1,"aCRE",FALSE,FALSE,0.148550628302821,FALSE,""
"chr2_201822025_201822938",0,0.142149989294436,0,0,1,1,"aCRE",FALSE,FALSE,0.142149989294436,FALSE,""
"chr2_201882032_201883026",0,0.11656876770615,0,0,1,1,"aCRE",FALSE,FALSE,0.11656876770615,FALSE,""
"chr2_202014254_202015486",0,0.12566812916992,0,0,1,1,"aCRE",FALSE,FALSE,0.12566812916992,FALSE,""
"chr2_202115232_202116336",0,0.127004355891638,0,0,1,1,"aCRE",FALSE,FALSE,0.127004355891638,FALSE,""
"chr2_202144041_202144907",0,0.116334448067271,0,0,1,1,"aCRE",FALSE,FALSE,0.116334448067271,FALSE,""
"chr2_202134937_202135859",0,0.138001795463296,0,0,1,1,"aCRE",FALSE,FALSE,0.138001795463296,FALSE,""
"chr2_201946531_201947328",0,0.11582736414642,0,0,1,1,"aCRE",FALSE,FALSE,0.11582736414642,FALSE,""
"chr2_201951757_201952760",0,0.11958797991559,0,0,1,1,"aCRE",FALSE,FALSE,0.11958797991559,FALSE,""
"chr2_202421073_202422003",0,0.267052549538671,0,0,2,2,"aCRE",FALSE,FALSE,0.267052549538671,FALSE,""
"chr2_202552255_202553113",0,0.106804921277774,0,0,1,1,"aCRE",FALSE,FALSE,0.106804921277774,FALSE,""
"chr2_202677945_202678930",0,0.125481877144724,0,0,1,1,"aCRE",FALSE,FALSE,0.125481877144724,FALSE,""
"chr2_202932569_202933511",0,0.109780782466463,0,0,1,1,"aCRE",FALSE,FALSE,0.109780782466463,FALSE,""
"chr2_203484007_203485267",0,0.180561637228059,0,0,1,1,"aCRE",FALSE,FALSE,0.180561637228059,FALSE,""
"chr2_203599964_203600922",0,0.168726240386989,0,0,1,1,"aCRE",FALSE,FALSE,0.168726240386989,FALSE,""
"chr2_203783539_203784424",0,0.174908478058213,0,0,1,1,"aCRE",FALSE,FALSE,0.174908478058213,FALSE,""
"chr2_20368726_20369713",0,0.115039176383329,0,0,1,1,"aCRE",FALSE,FALSE,0.115039176383329,FALSE,""
"chr2_20543429_20544711",0,0.294951764879924,0,0,2,2,"aCRE",FALSE,FALSE,0.294951764879924,FALSE,""
"chr2_203603541_203604405",0,0.139670109588657,0,0,1,1,"aCRE",FALSE,FALSE,0.139670109588657,FALSE,""
"chr2_204282263_204283172",0,0.170396662366006,0,0,1,1,"aCRE",FALSE,FALSE,0.170396662366006,FALSE,""
"chr2_204550380_204551597",0,0.109219863808713,0,0,1,1,"aCRE",FALSE,FALSE,0.109219863808713,FALSE,""
"chr2_204664520_204666423",0,0.12183347488976,0,0,1,1,"aCRE",FALSE,FALSE,0.12183347488976,FALSE,""
"chr2_205697135_205697830",0,0.166996327995535,0,0,1,1,"aCRE",FALSE,FALSE,0.166996327995535,FALSE,""
"chr2_206004034_206004925",0,0.137705018456762,0,0,1,1,"aCRE",FALSE,FALSE,0.137705018456762,FALSE,""
"chr2_206079348_206080388",0,0.560661728628218,0,0,3,3,"aCRE",TRUE,FALSE,0.560661728628218,FALSE,""
"chr2_206328723_206329679",0,0.176443060383336,0,0,1,1,"aCRE",FALSE,FALSE,0.176443060383336,FALSE,""
"chr2_205934109_205935073",0,0.119880133540953,0,0,1,1,"aCRE",FALSE,FALSE,0.119880133540953,FALSE,""
"chr2_205971824_205972864",0,0.110015059443999,0,0,1,1,"aCRE",FALSE,FALSE,0.110015059443999,FALSE,""
"chr2_206027790_206028799",0,0.1425955083341,0,0,1,1,"aCRE",FALSE,FALSE,0.1425955083341,FALSE,""
"chr2_206231712_206233167",0,0.123496976282398,0,0,1,1,"aCRE",FALSE,FALSE,0.123496976282398,FALSE,""
"chr2_206001558_206002441",0,0.125856907236457,0,0,1,1,"aCRE",FALSE,FALSE,0.125856907236457,FALSE,""
"chr2_206217029_206217938",0,0.118767427312076,0,0,1,1,"aCRE",TRUE,FALSE,0.118767427312076,FALSE,""
"chr2_206431477_206432426",0,0.3906886796004,0,0,2,2,"aCRE",FALSE,FALSE,0.3906886796004,FALSE,""
"chr2_206446509_206447429",0,0.107969040826087,0,0,1,1,"aCRE",FALSE,FALSE,0.107969040826087,FALSE,""
"chr2_206515285_206516171",0,0.123983427789669,0,0,1,1,"aCRE",FALSE,FALSE,0.123983427789669,FALSE,""
"chr2_205977105_205977964",0,0.143391934109305,0,0,1,1,"aCRE",FALSE,FALSE,0.143391934109305,FALSE,""
"chr2_206323133_206324235",0,0.12191299129666,0,0,1,1,"aCRE",FALSE,FALSE,0.12191299129666,FALSE,""
"chr2_206035353_206036212",0,0.289657687927588,0,0,1,1,"aCRE",FALSE,FALSE,0.289657687927588,FALSE,""
"chr2_206387516_206388416",0,0.139319325977014,0,0,1,1,"aCRE",FALSE,FALSE,0.139319325977014,FALSE,""
"chr2_20990422_20991363",0,0.930177376856355,0,0,4,4,"aCRE",FALSE,FALSE,0.930177376856355,FALSE,""
"chr2_20444439_20445112",0,0.129907769636659,0,0,1,1,"aCRE",FALSE,FALSE,0.129907769636659,FALSE,""
"chr2_20918104_20919821",0,0.14035449545781,0,0,1,1,"aCRE",FALSE,FALSE,0.14035449545781,FALSE,""
"chr2_20998530_20999832",0,0.121565801729504,0,0,1,1,"aCRE",FALSE,FALSE,0.121565801729504,FALSE,""
"chr2_206810643_206811052",0,0.187059161057243,0,0,1,1,"aCRE",TRUE,FALSE,0.187059161057243,FALSE,""
"chr2_206899440_206900322",0,0.147585518839605,0,0,1,1,"aCRE",FALSE,FALSE,0.147585518839605,FALSE,""
"chr2_206907967_206908870",0,0.148095280621161,0,0,1,1,"aCRE",TRUE,FALSE,0.148095280621161,FALSE,""
"chr2_206809976_206810543",0,0.486490884218344,0,0,1,1,"tCRE",TRUE,FALSE,0.486490884218344,FALSE,""
"chr2_207141527_207142872",0,0.482858818241095,0,0,2,2,"aCRE",FALSE,FALSE,0.482858818241095,FALSE,""
"chr2_207478069_207479242",0,0.149285610501377,0,0,1,1,"aCRE",FALSE,FALSE,0.149285610501377,FALSE,""
"chr2_207487561_207488481",0,0.118034901992376,0,0,1,1,"aCRE",FALSE,FALSE,0.118034901992376,FALSE,""
"chr2_207432194_207433052",0,0.12779584900728,0,0,1,1,"aCRE",FALSE,FALSE,0.12779584900728,FALSE,""
"chr2_207434570_207435534",0,0.149487395235181,0,0,1,1,"aCRE",FALSE,FALSE,0.149487395235181,FALSE,""
"chr2_207222752_207223714",0,0.127576648736321,0,0,1,1,"aCRE",TRUE,FALSE,0.127576648736321,FALSE,""
"chr2_207340979_207342242",0,0.120501480650789,0,0,1,1,"aCRE",FALSE,FALSE,0.120501480650789,FALSE,""
"chr2_207800997_207801919",0,0.126330420545039,0,0,1,1,"aCRE",FALSE,FALSE,0.126330420545039,FALSE,""
"chr2_207733947_207734907",0,0.123813793772085,0,0,1,1,"aCRE",FALSE,FALSE,0.123813793772085,FALSE,""
"chr2_207772198_207773125",0,0.199046756137989,0,0,1,1,"aCRE",TRUE,FALSE,0.199046756137989,FALSE,""
"chr2_207670671_207671582",0,0.129401641795473,0,0,1,1,"aCRE",FALSE,FALSE,0.129401641795473,FALSE,""
"chr2_208145586_208146474",0,0.160256338102546,0,0,1,1,"aCRE",TRUE,FALSE,0.160256338102546,FALSE,""
"chr2_20672011_20672914",0,0.126323391508452,0,0,1,1,"aCRE",FALSE,FALSE,0.126323391508452,FALSE,""
"chr2_20924998_20925896",0,0.138636971216529,0,0,1,1,"aCRE",FALSE,FALSE,0.138636971216529,FALSE,""
"chr2_208163362_208164215",0,0.128969412593226,0,0,1,1,"aCRE",FALSE,FALSE,0.128969412593226,FALSE,""
"chr2_208256752_208257785",0,0.127959961784594,0,0,1,1,"aCRE",FALSE,FALSE,0.127959961784594,FALSE,""
"chr2_209128517_209129419",0,0.127807116632298,0,0,1,1,"aCRE",TRUE,FALSE,0.127807116632298,FALSE,""
"chr2_209307376_209308262",0,0.175651234407811,0,0,1,1,"aCRE",FALSE,FALSE,0.175651234407811,FALSE,""
"chr2_209303873_209304566",0,0.121268260649756,0,0,1,1,"aCRE",TRUE,FALSE,0.121268260649756,FALSE,""
"chr2_208893594_208894372",0,0.172886528734092,0,0,1,1,"tCRE",TRUE,FALSE,0.172886528734092,FALSE,""
"chr2_209629384_209630870",0,0.259007924488584,0,0,1,2,"aCRE",FALSE,FALSE,0.259007924488584,FALSE,""
"chr2_209867655_209868554",0,0.135835005335848,0,0,1,1,"aCRE",FALSE,FALSE,0.135835005335848,FALSE,""
"chr2_209662921_209663817",0,0.290865454140419,0,0,1,1,"aCRE",FALSE,FALSE,0.290865454140419,FALSE,""
"chr2_209942983_209943959",0,0.231882859620589,0,0,1,1,"tCRE",TRUE,FALSE,0.231882859620589,FALSE,""
"chr2_209450993_209452133",0,0.154981085156529,0,0,1,1,"aCRE",FALSE,FALSE,0.154981085156529,FALSE,""
"chr2_209773248_209774025",0,0.173673445982927,0,0,1,1,"aCRE",FALSE,FALSE,0.173673445982927,FALSE,""
"chr2_21067740_21068783",0,0.252082406515823,0,0,1,1,"aCRE",TRUE,FALSE,0.252082406515823,FALSE,""
"chr2_21414948_21415926",0,0.138398580588243,0,0,1,1,"aCRE",FALSE,FALSE,0.138398580588243,FALSE,""
"chr2_210522222_210523137",0,0.115252179874687,0,0,1,1,"aCRE",FALSE,FALSE,0.115252179874687,FALSE,""
"chr2_210543025_210543686",0,0.178109424433661,0,0,1,1,"aCRE",FALSE,FALSE,0.178109424433661,FALSE,""
"chr2_212288084_212288981",0,0.116124589034171,0,0,1,1,"aCRE",FALSE,FALSE,0.116124589034171,FALSE,""
"chr2_212360984_212361944",0,0.163986377752322,0,0,1,1,"aCRE",FALSE,FALSE,0.163986377752322,FALSE,""
"chr2_212467268_212468299",0,0.363274137456475,0,0,1,1,"aCRE",FALSE,FALSE,0.363274137456475,FALSE,""
"chr2_212113629_212114591",0,0.116509989157385,0,0,1,1,"aCRE",FALSE,FALSE,0.116509989157385,FALSE,""
"chr2_212383323_212384681",0,0.140940793627925,0,0,1,1,"aCRE",FALSE,FALSE,0.140940793627925,FALSE,""
"chr2_213187900_213188775",0,0.108727018392247,0,0,1,1,"aCRE",TRUE,FALSE,0.108727018392247,FALSE,""
"chr2_214100381_214102017",0,0.135319055186381,0,0,1,1,"aCRE",FALSE,FALSE,0.135319055186381,FALSE,""
"chr2_214400810_214401683",0,0.118915340846959,0,0,1,1,"aCRE",FALSE,FALSE,0.118915340846959,FALSE,""
"chr2_214577091_214579704",0,0.382751056753962,0,0,2,2,"aCRE",FALSE,FALSE,0.382751056753962,FALSE,""
"chr2_214465426_214466318",0,0.123685162280684,0,0,1,1,"aCRE",FALSE,FALSE,0.123685162280684,FALSE,""
"chr2_214312143_214313041",0,0.137101463949287,0,0,1,1,"aCRE",FALSE,FALSE,0.137101463949287,FALSE,""
"chr2_215173402_215174311",0,0.12482919460988,0,0,1,1,"aCRE",FALSE,FALSE,0.12482919460988,FALSE,""
"chr2_215036511_215037371",0,0.112826383155217,0,0,1,1,"aCRE",FALSE,FALSE,0.112826383155217,FALSE,""
"chr2_214813593_214814593",0,0.114295021842861,0,0,1,1,"aCRE",FALSE,FALSE,0.114295021842861,FALSE,""
"chr2_214815430_214816660",0,0.108867623997425,0,0,1,1,"aCRE",FALSE,FALSE,0.108867623997425,FALSE,""
"chr2_215061902_215062730",0,0.107679520460654,0,0,1,1,"aCRE",FALSE,FALSE,0.107679520460654,FALSE,""
"chr2_215430592_215431485",0,0.110684118187716,0,0,1,1,"aCRE",FALSE,FALSE,0.110684118187716,FALSE,""
"chr2_215658429_215659329",0,0.11930085342455,0,0,1,1,"aCRE",FALSE,FALSE,0.11930085342455,FALSE,""
"chr2_216187449_216188503",0,0.144891772680486,0,0,1,1,"aCRE",FALSE,FALSE,0.144891772680486,FALSE,""
"chr2_216283272_216284436",0,0.189021244825048,0,0,1,1,"aCRE",FALSE,FALSE,0.189021244825048,FALSE,""
"chr2_216065973_216066879",0,0.125111188969084,0,0,1,1,"aCRE",FALSE,FALSE,0.125111188969084,FALSE,""
"chr2_216170791_216171663",0,0.106782172322505,0,0,1,1,"aCRE",FALSE,FALSE,0.106782172322505,FALSE,""
"chr2_216339532_216340543",0,0.122651291557025,0,0,1,1,"aCRE",FALSE,FALSE,0.122651291557025,FALSE,""
"chr2_216224136_216225078",0,0.355540630003166,0,0,2,2,"aCRE",FALSE,FALSE,0.355540630003166,FALSE,""
"chr2_216408348_216409259",0,0.109572694115822,0,0,1,1,"aCRE",FALSE,FALSE,0.109572694115822,FALSE,""
"chr2_216573780_216574698",0,0.716474892248168,0,0,3,3,"aCRE",FALSE,FALSE,0.716474892248168,FALSE,""
"chr2_216602501_216603744",0,0.128849715679042,0,0,1,1,"aCRE",TRUE,FALSE,0.128849715679042,FALSE,""
"chr2_216647527_216648404",0,0.151907491581531,0,0,1,1,"aCRE",FALSE,FALSE,0.151907491581531,FALSE,""
"chr2_216699857_216700667",0,0.274370310578552,0,0,2,2,"aCRE",FALSE,FALSE,0.274370310578552,FALSE,""
"chr2_217074875_217076597",0,0.194174535577967,0,0,1,1,"aCRE",FALSE,FALSE,0.194174535577967,FALSE,""
"chr2_216696551_216697459",0,0.203239535036213,0,0,1,1,"aCRE",FALSE,FALSE,0.203239535036213,FALSE,""
"chr2_216777351_216778325",0,0.170692543799059,0,0,1,1,"aCRE",FALSE,FALSE,0.170692543799059,FALSE,""
"chr2_217032667_217033810",0,0.1517667142389,0,0,1,1,"aCRE",FALSE,FALSE,0.1517667142389,FALSE,""
"chr2_216492753_216493632",0,0.12872179602358,0,0,1,1,"aCRE",FALSE,FALSE,0.12872179602358,FALSE,""
"chr2_218002652_218003576",0,0.120159581612513,0,0,1,1,"aCRE",TRUE,FALSE,0.120159581612513,FALSE,""
"chr2_217987940_217989176",0,1.04284614042206,0,0,3,3,"aCRE",FALSE,FALSE,1.04284614042206,FALSE,""
"chr2_217926362_217927214",0,0.130061973025197,0,0,1,1,"aCRE",FALSE,FALSE,0.130061973025197,FALSE,""
"chr2_217724900_217725784",0,0.371452947107905,0,0,1,1,"aCRE",FALSE,FALSE,0.371452947107905,FALSE,""
