"enhancer","TF","promoter","promoter_measurement_type","tf_prom_id","new_route","gene"
"chr1_31672696_31673613","SOX9","chr1_31669289_31670778","aCRE","SOX9__chr1_31669289_31670778",TRUE,"COL16A1"
"chr1_31672696_31673613","SOX9","chr1_31763964_31764917","tCRE","SOX9__chr1_31763964_31764917",TRUE,"ADGRB2"
"chr1_31672696_31673613","SOX9","chr1_31669289_31670778","tCRE","SOX9__chr1_31669289_31670778",TRUE,"COL16A1"
"chr1_31672696_31673613","NEUROD1","chr1_31669289_31670778","aCRE","NEUROD1__chr1_31669289_31670778",FALSE,"COL16A1"
"chr1_31672696_31673613","NEUROD1","chr1_31763964_31764917","tCRE","NEUROD1__chr1_31763964_31764917",TRUE,"ADGRB2"
"chr1_31672696_31673613","NEUROD1","chr1_31669289_31670778","tCRE","NEUROD1__chr1_31669289_31670778",FALSE,"COL16A1"
"chr1_32273374_32274452","SP8","chr1_32200227_32201139","aCRE","SP8__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","SP8","chr1_32200227_32201139","tCRE","SP8__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","SP8","chr1_32239912_32240943","tCRE","SP8__chr1_32239912_32240943",FALSE,"MTMR9LP"
"chr1_32273374_32274452","SP8","chr1_32335786_32336727","tCRE","SP8__chr1_32335786_32336727",TRUE,"MARCKSL1"
"chr1_32273374_32274452","SP8","chr1_32239912_32240943","aCRE","SP8__chr1_32239912_32240943",FALSE,"MTMR9LP"
"chr1_32273374_32274452","SP8","chr1_32394133_32395071","aCRE","SP8__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","SP8","chr1_32394133_32395071","tCRE","SP8__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","SP8","chr1_32291638_32292556","tCRE","SP8__chr1_32291638_32292556",FALSE,"HDAC1"
"chr1_32273374_32274452","SP8","chr1_32241098_32241972","tCRE","SP8__chr1_32241098_32241972",TRUE,"MTMR9LP"
"chr1_32273374_32274452","SP8","chr1_32179346_32180335","tCRE","SP8__chr1_32179346_32180335",TRUE,"TXLNA"
"chr1_32273374_32274452","SP8","chr1_32221873_32222812","tCRE","SP8__chr1_32221873_32222812",TRUE,"EIF3I"
"chr1_32273374_32274452","TEAD4","chr1_32200227_32201139","aCRE","TEAD4__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","TEAD4","chr1_32200227_32201139","tCRE","TEAD4__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","TEAD4","chr1_32239912_32240943","tCRE","TEAD4__chr1_32239912_32240943",TRUE,"MTMR9LP"
"chr1_32273374_32274452","TEAD4","chr1_32335786_32336727","tCRE","TEAD4__chr1_32335786_32336727",TRUE,"MARCKSL1"
"chr1_32273374_32274452","TEAD4","chr1_32239912_32240943","aCRE","TEAD4__chr1_32239912_32240943",TRUE,"MTMR9LP"
"chr1_32273374_32274452","TEAD4","chr1_32394133_32395071","aCRE","TEAD4__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","TEAD4","chr1_32394133_32395071","tCRE","TEAD4__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","TEAD4","chr1_32291638_32292556","tCRE","TEAD4__chr1_32291638_32292556",TRUE,"HDAC1"
"chr1_32273374_32274452","TEAD4","chr1_32241098_32241972","tCRE","TEAD4__chr1_32241098_32241972",TRUE,"MTMR9LP"
"chr1_32273374_32274452","TEAD4","chr1_32179346_32180335","tCRE","TEAD4__chr1_32179346_32180335",TRUE,"TXLNA"
"chr1_32273374_32274452","TEAD4","chr1_32221873_32222812","tCRE","TEAD4__chr1_32221873_32222812",TRUE,"EIF3I"
"chr1_32273374_32274452","SOX4","chr1_32200227_32201139","aCRE","SOX4__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","SOX4","chr1_32200227_32201139","tCRE","SOX4__chr1_32200227_32201139",TRUE,"CCDC28B"
"chr1_32273374_32274452","SOX4","chr1_32239912_32240943","tCRE","SOX4__chr1_32239912_32240943",TRUE,"MTMR9LP"
"chr1_32273374_32274452","SOX4","chr1_32335786_32336727","tCRE","SOX4__chr1_32335786_32336727",TRUE,"MARCKSL1"
"chr1_32273374_32274452","SOX4","chr1_32239912_32240943","aCRE","SOX4__chr1_32239912_32240943",TRUE,"MTMR9LP"
"chr1_32273374_32274452","SOX4","chr1_32394133_32395071","aCRE","SOX4__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","SOX4","chr1_32394133_32395071","tCRE","SOX4__chr1_32394133_32395071",TRUE,"BSDC1"
"chr1_32273374_32274452","SOX4","chr1_32291638_32292556","tCRE","SOX4__chr1_32291638_32292556",TRUE,"HDAC1"
"chr1_32273374_32274452","SOX4","chr1_32241098_32241972","tCRE","SOX4__chr1_32241098_32241972",TRUE,"MTMR9LP"
"chr1_32273374_32274452","SOX4","chr1_32179346_32180335","tCRE","SOX4__chr1_32179346_32180335",TRUE,"TXLNA"
"chr1_32273374_32274452","SOX4","chr1_32221873_32222812","tCRE","SOX4__chr1_32221873_32222812",TRUE,"EIF3I"
"chr1_38558347_38559217","NR2F6","chr1_38426853_38427627","aCRE","NR2F6__chr1_38426853_38427627",TRUE,"ONTG01000000767.1"
"chr1_38558347_38559217","NR2F6","chr1_38426853_38427627","tCRE","NR2F6__chr1_38426853_38427627",TRUE,"ONTG01000000767.1"
"chr1_39016493_39017404","POU5F1","chr1_39025974_39026922","tCRE","POU5F1__chr1_39025974_39026922",TRUE,"NDUFS5"
"chr1_39016493_39017404","SP8","chr1_39025974_39026922","tCRE","SP8__chr1_39025974_39026922",FALSE,"NDUFS5"
"chr1_42739790_42740785","SP8","chr1_42462723_42463649","tCRE","SP8__chr1_42462723_42463649",FALSE,"CCDC30"
"chr1_42739790_42740785","SP8","chr1_42657878_42658837","tCRE","SP8__chr1_42657878_42658837",FALSE,"PPIH"
"chr1_42739790_42740785","SP8","chr1_42334832_42335742","tCRE","SP8__chr1_42334832_42335742",TRUE,"FOXJ3"
"chr1_42739790_42740785","SP8","chr1_42816796_42817738","tCRE","SP8__chr1_42816796_42817738",FALSE,"SVBP"
"chr1_43284987_43286068","ETV4","chr1_43389422_43390354","tCRE","ETV4__chr1_43389422_43390354",FALSE,"MED8"
"chr1_43284987_43286068","ETV4","chr1_43549780_43550761","aCRE","ETV4__chr1_43549780_43550761",FALSE,"ONTG01000000673.1"
"chr1_43284987_43286068","ETV4","chr1_43270244_43271114","aCRE","ETV4__chr1_43270244_43271114",FALSE,"EBNA1BP2"
"chr1_43284987_43286068","ETV4","chr1_42958557_42959396","tCRE","ETV4__chr1_42958557_42959396",FALSE,"SLC2A1"
"chr1_43284987_43286068","ETV4","chr1_43008109_43009249","aCRE","ETV4__chr1_43008109_43009249",FALSE,"ONTG01000000060.1"
"chr1_43284987_43286068","ETV4","chr1_43270244_43271114","tCRE","ETV4__chr1_43270244_43271114",FALSE,"EBNA1BP2"
"chr1_43284987_43286068","ETV4","chr1_43649698_43650552","tCRE","ETV4__chr1_43649698_43650552",TRUE,"KDM4A"
"chr1_43284987_43286068","ETV4","chr1_43358391_43359292","tCRE","ETV4__chr1_43358391_43359292",FALSE,"CDC20"
"chr1_43284987_43286068","ETV4","chr1_43366011_43366963","aCRE","ETV4__chr1_43366011_43366963",FALSE,"ELOVL1"
"chr1_43284987_43286068","ETV4","chr1_43172033_43172961","tCRE","ETV4__chr1_43172033_43172961",TRUE,"EBNA1BP2"
"chr1_43284987_43286068","ETV4","chr1_43348829_43349727","aCRE","ETV4__chr1_43348829_43349727",FALSE,"ENSG00000287113.1"
"chr1_43284987_43286068","ETV4","chr1_43147361_43148306","tCRE","ETV4__chr1_43147361_43148306",FALSE,"FAM183A"
"chr1_43284987_43286068","ETV4","chr1_43545497_43546467","aCRE","ETV4__chr1_43545497_43546467",FALSE,"ONTG01000000672.1"
"chr1_43284987_43286068","ETV4","chr1_43367691_43368655","tCRE","ETV4__chr1_43367691_43368655",FALSE,"ELOVL1"
"chr1_43284987_43286068","SP8","chr1_43389422_43390354","tCRE","SP8__chr1_43389422_43390354",TRUE,"MED8"
"chr1_43284987_43286068","SP8","chr1_43549780_43550761","aCRE","SP8__chr1_43549780_43550761",TRUE,"ONTG01000000673.1"
"chr1_43284987_43286068","SP8","chr1_43270244_43271114","aCRE","SP8__chr1_43270244_43271114",TRUE,"EBNA1BP2"
"chr1_43284987_43286068","SP8","chr1_42958557_42959396","tCRE","SP8__chr1_42958557_42959396",FALSE,"SLC2A1"
"chr1_43284987_43286068","SP8","chr1_43008109_43009249","aCRE","SP8__chr1_43008109_43009249",FALSE,"ONTG01000000060.1"
"chr1_43284987_43286068","SP8","chr1_43270244_43271114","tCRE","SP8__chr1_43270244_43271114",TRUE,"EBNA1BP2"
"chr1_43284987_43286068","SP8","chr1_43649698_43650552","tCRE","SP8__chr1_43649698_43650552",TRUE,"KDM4A"
"chr1_43284987_43286068","SP8","chr1_43358391_43359292","tCRE","SP8__chr1_43358391_43359292",TRUE,"CDC20"
"chr1_43284987_43286068","SP8","chr1_43366011_43366963","aCRE","SP8__chr1_43366011_43366963",TRUE,"ELOVL1"
"chr1_43284987_43286068","SP8","chr1_43172033_43172961","tCRE","SP8__chr1_43172033_43172961",FALSE,"EBNA1BP2"
"chr1_43284987_43286068","SP8","chr1_43348829_43349727","aCRE","SP8__chr1_43348829_43349727",TRUE,"ENSG00000287113.1"
"chr1_43284987_43286068","SP8","chr1_43147361_43148306","tCRE","SP8__chr1_43147361_43148306",TRUE,"FAM183A"
"chr1_43284987_43286068","SP8","chr1_43545497_43546467","aCRE","SP8__chr1_43545497_43546467",TRUE,"ONTG01000000672.1"
"chr1_43284987_43286068","SP8","chr1_43367691_43368655","tCRE","SP8__chr1_43367691_43368655",TRUE,"ELOVL1"
"chr1_44808209_44809008","RELA","chr1_44986186_44987100","tCRE","RELA__chr1_44986186_44987100",TRUE,"EIF2B3"
"chr1_44808209_44809008","ZNF93","chr1_44986186_44987100","tCRE","ZNF93__chr1_44986186_44987100",TRUE,"EIF2B3"
"chr1_50105188_50106134","TCF4","chr1_50108300_50109202","aCRE","TCF4__chr1_50108300_50109202",TRUE,"ELAVL4"
"chr1_50105188_50106134","TCF4","chr1_50108300_50109202","tCRE","TCF4__chr1_50108300_50109202",TRUE,"ELAVL4"
"chr1_50105188_50106134","TCF4","chr1_50109395_50111403","tCRE","TCF4__chr1_50109395_50111403",TRUE,"ELAVL4"
"chr1_50105188_50106134","ZEB1","chr1_50108300_50109202","aCRE","ZEB1__chr1_50108300_50109202",TRUE,"ELAVL4"
"chr1_50105188_50106134","ZEB1","chr1_50108300_50109202","tCRE","ZEB1__chr1_50108300_50109202",TRUE,"ELAVL4"
"chr1_50105188_50106134","ZEB1","chr1_50109395_50111403","tCRE","ZEB1__chr1_50109395_50111403",TRUE,"ELAVL4"
"chr1_52640431_52641408","KLF7","chr1_52552908_52553869","tCRE","KLF7__chr1_52552908_52553869",TRUE,"TUT4"
"chr1_52640431_52641408","KLF7","chr1_52602110_52603037","tCRE","KLF7__chr1_52602110_52603037",TRUE,"GPX7"
"chr1_52640431_52641408","KLF7","chr1_52404056_52404997","tCRE","KLF7__chr1_52404056_52404997",TRUE,"PRPF38A"
"chr1_52640431_52641408","KLF7","chr1_52726056_52726965","tCRE","KLF7__chr1_52726056_52726965",TRUE,"ZYG11B"
"chr1_52640431_52641408","MEIS1","chr1_52552908_52553869","tCRE","MEIS1__chr1_52552908_52553869",TRUE,"TUT4"
"chr1_52640431_52641408","MEIS1","chr1_52602110_52603037","tCRE","MEIS1__chr1_52602110_52603037",TRUE,"GPX7"
"chr1_52640431_52641408","MEIS1","chr1_52404056_52404997","tCRE","MEIS1__chr1_52404056_52404997",TRUE,"PRPF38A"
"chr1_52640431_52641408","MEIS1","chr1_52726056_52726965","tCRE","MEIS1__chr1_52726056_52726965",TRUE,"ZYG11B"
"chr1_56818556_56820058","SNAI2","chr1_56578965_56579928","aCRE","SNAI2__chr1_56578965_56579928",TRUE,"PLPP3"
"chr1_6465744_6466639","ZNF148","chr1_6238387_6239824","aCRE","ZNF148__chr1_6238387_6239824",TRUE,"ONTG01000001067.1"
"chr1_6465744_6466639","ZNF148","chr1_6385391_6386332","tCRE","ZNF148__chr1_6385391_6386332",TRUE,"ACOT7"
"chr1_6465744_6466639","ZNF148","chr1_6235507_6236473","tCRE","ZNF148__chr1_6235507_6236473",TRUE,"ICMT"
"chr1_6465744_6466639","ZNF148","chr1_6579462_6580381","tCRE","ZNF148__chr1_6579462_6580381",TRUE,"ZBTB48"
"chr1_6465744_6466639","ZNF148","chr1_6471215_6471889","aCRE","ZNF148__chr1_6471215_6471889",TRUE,"PLEKHG5"
"chr1_6465744_6466639","ZNF148","chr1_6205901_6206724","aCRE","ZNF148__chr1_6205901_6206724",TRUE,"RNF207"
"chr1_6465744_6466639","ZNF148","chr1_6446920_6448363","aCRE","ZNF148__chr1_6446920_6448363",TRUE,"ESPN"
"chr1_6465744_6466639","ZNF148","chr1_6446920_6448363","tCRE","ZNF148__chr1_6446920_6448363",TRUE,"ESPN"
"chr1_6465744_6466639","SP8","chr1_6238387_6239824","aCRE","SP8__chr1_6238387_6239824",TRUE,"ONTG01000001067.1"
"chr1_6465744_6466639","SP8","chr1_6385391_6386332","tCRE","SP8__chr1_6385391_6386332",FALSE,"ACOT7"
"chr1_6465744_6466639","SP8","chr1_6235507_6236473","tCRE","SP8__chr1_6235507_6236473",TRUE,"ICMT"
"chr1_6465744_6466639","SP8","chr1_6579462_6580381","tCRE","SP8__chr1_6579462_6580381",FALSE,"ZBTB48"
"chr1_6465744_6466639","SP8","chr1_6471215_6471889","aCRE","SP8__chr1_6471215_6471889",FALSE,"PLEKHG5"
"chr1_6465744_6466639","SP8","chr1_6205901_6206724","aCRE","SP8__chr1_6205901_6206724",FALSE,"RNF207"
"chr1_6465744_6466639","SP8","chr1_6446920_6448363","aCRE","SP8__chr1_6446920_6448363",FALSE,"ESPN"
"chr1_6465744_6466639","SP8","chr1_6446920_6448363","tCRE","SP8__chr1_6446920_6448363",FALSE,"ESPN"
"chr1_68319732_68320881","GLIS3","chr1_68232055_68233066","tCRE","GLIS3__chr1_68232055_68233066",TRUE,"WLS"
"chr1_68319732_68320881","ZIC1","chr1_68232055_68233066","tCRE","ZIC1__chr1_68232055_68233066",TRUE,"WLS"
"chr1_74536609_74537461","ZBTB18","chr1_74197753_74198669","aCRE","ZBTB18__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","ZBTB18","chr1_74732757_74733690","tCRE","ZBTB18__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","NEUROD1","chr1_74197753_74198669","aCRE","NEUROD1__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","NEUROD1","chr1_74732757_74733690","tCRE","NEUROD1__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","HOXB4","chr1_74197753_74198669","aCRE","HOXB4__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","HOXB4","chr1_74732757_74733690","tCRE","HOXB4__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","ETV1","chr1_74197753_74198669","aCRE","ETV1__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","ETV1","chr1_74732757_74733690","tCRE","ETV1__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","SOX9","chr1_74197753_74198669","aCRE","SOX9__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","SOX9","chr1_74732757_74733690","tCRE","SOX9__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","NEUROG2","chr1_74197753_74198669","aCRE","NEUROG2__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","NEUROG2","chr1_74732757_74733690","tCRE","NEUROG2__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_74536609_74537461","SIX1","chr1_74197753_74198669","aCRE","SIX1__chr1_74197753_74198669",TRUE,"FPGT"
"chr1_74536609_74537461","SIX1","chr1_74732757_74733690","tCRE","SIX1__chr1_74732757_74733690",TRUE,"CRYZ"
"chr1_81245027_81245906","TEAD4","chr1_81305746_81306708","tCRE","TEAD4__chr1_81305746_81306708",TRUE,"ADGRL2"
"chr1_81245027_81245906","ZIC1","chr1_81305746_81306708","tCRE","ZIC1__chr1_81305746_81306708",TRUE,"ADGRL2"
"chr1_83263527_83264533","ZIC3","chr1_83181967_83183006","tCRE","ZIC3__chr1_83181967_83183006",TRUE,"ONTG01000002922.1"
"chr1_84164222_84165282","TCF7L1","chr1_84077494_84078504","tCRE","TCF7L1__chr1_84077494_84078504",TRUE,"PRKACB-DT"
"chr1_84164222_84165282","TCF7L1","chr1_83998814_83999715","aCRE","TCF7L1__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","TCF7L1","chr1_84505833_84506815","aCRE","TCF7L1__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","TCF7L1","chr1_83998814_83999715","tCRE","TCF7L1__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","TCF7L1","chr1_84573900_84574792","tCRE","TCF7L1__chr1_84573900_84574792",TRUE,"CTBS"
"chr1_84164222_84165282","TCF7L1","chr1_84505833_84506815","tCRE","TCF7L1__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","POU3F2","chr1_84077494_84078504","tCRE","POU3F2__chr1_84077494_84078504",TRUE,"PRKACB-DT"
"chr1_84164222_84165282","POU3F2","chr1_83998814_83999715","aCRE","POU3F2__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","POU3F2","chr1_84505833_84506815","aCRE","POU3F2__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","POU3F2","chr1_83998814_83999715","tCRE","POU3F2__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","POU3F2","chr1_84573900_84574792","tCRE","POU3F2__chr1_84573900_84574792",TRUE,"CTBS"
"chr1_84164222_84165282","POU3F2","chr1_84505833_84506815","tCRE","POU3F2__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","POU2F2","chr1_84077494_84078504","tCRE","POU2F2__chr1_84077494_84078504",TRUE,"PRKACB-DT"
"chr1_84164222_84165282","POU2F2","chr1_83998814_83999715","aCRE","POU2F2__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","POU2F2","chr1_84505833_84506815","aCRE","POU2F2__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","POU2F2","chr1_83998814_83999715","tCRE","POU2F2__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","POU2F2","chr1_84573900_84574792","tCRE","POU2F2__chr1_84573900_84574792",TRUE,"CTBS"
"chr1_84164222_84165282","POU2F2","chr1_84505833_84506815","tCRE","POU2F2__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","MSX1","chr1_84077494_84078504","tCRE","MSX1__chr1_84077494_84078504",TRUE,"PRKACB-DT"
"chr1_84164222_84165282","MSX1","chr1_83998814_83999715","aCRE","MSX1__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","MSX1","chr1_84505833_84506815","aCRE","MSX1__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_84164222_84165282","MSX1","chr1_83998814_83999715","tCRE","MSX1__chr1_83998814_83999715",TRUE,"TTLL7"
"chr1_84164222_84165282","MSX1","chr1_84573900_84574792","tCRE","MSX1__chr1_84573900_84574792",TRUE,"CTBS"
"chr1_84164222_84165282","MSX1","chr1_84505833_84506815","tCRE","MSX1__chr1_84505833_84506815",TRUE,"GNG5"
"chr1_881745_882639","NEUROG2","chr1_827051_827924","tCRE","NEUROG2__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","SOX6","chr1_827051_827924","tCRE","SOX6__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","NEUROD1","chr1_827051_827924","tCRE","NEUROD1__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","MEIS1","chr1_827051_827924","tCRE","MEIS1__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","ATF3","chr1_827051_827924","tCRE","ATF3__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","SREBF2","chr1_827051_827924","tCRE","SREBF2__chr1_827051_827924",TRUE,"LINC01128"
"chr1_881745_882639","JUN","chr1_827051_827924","tCRE","JUN__chr1_827051_827924",TRUE,"LINC01128"
"chr1_89417810_89418721","FOXO1","chr1_89632541_89633590","aCRE","FOXO1__chr1_89632541_89633590",TRUE,"LRRC8C-DT"
"chr1_89417810_89418721","NANOG","chr1_89632541_89633590","aCRE","NANOG__chr1_89632541_89633590",TRUE,"LRRC8C-DT"
"chr1_94863632_94864526","FOS","chr1_94926790_94927734","tCRE","FOS__chr1_94926790_94927734",TRUE,"CNN3"
"chr1_94863632_94864526","FOS","chr1_94925332_94926236","tCRE","FOS__chr1_94925332_94926236",TRUE,"CNN3"
"chr1_94863632_94864526","ZIC4","chr1_94926790_94927734","tCRE","ZIC4__chr1_94926790_94927734",TRUE,"CNN3"
"chr1_94863632_94864526","ZIC4","chr1_94925332_94926236","tCRE","ZIC4__chr1_94925332_94926236",TRUE,"CNN3"
"chr20_17636366_17637258","MEIS1","chr20_17569013_17570544","tCRE","MEIS1__chr20_17569013_17570544",TRUE,"DSTN"
"chr20_17636366_17637258","MEIS1","chr20_17968408_17969361","aCRE","MEIS1__chr20_17968408_17969361",TRUE,"SNX5"
"chr20_17636366_17637258","MEIS1","chr20_17968408_17969361","tCRE","MEIS1__chr20_17968408_17969361",TRUE,"SNX5"
"chr20_17636366_17637258","MEIS1","chr20_17681993_17682944","tCRE","MEIS1__chr20_17681993_17682944",TRUE,"RRBP1"
"chr20_17636366_17637258","MEIS1","chr20_17681993_17682944","aCRE","MEIS1__chr20_17681993_17682944",TRUE,"RRBP1"
"chr20_17636366_17637258","ZIC1","chr20_17569013_17570544","tCRE","ZIC1__chr20_17569013_17570544",TRUE,"DSTN"
"chr20_17636366_17637258","ZIC1","chr20_17968408_17969361","aCRE","ZIC1__chr20_17968408_17969361",TRUE,"SNX5"
"chr20_17636366_17637258","ZIC1","chr20_17968408_17969361","tCRE","ZIC1__chr20_17968408_17969361",TRUE,"SNX5"
"chr20_17636366_17637258","ZIC1","chr20_17681993_17682944","tCRE","ZIC1__chr20_17681993_17682944",TRUE,"RRBP1"
"chr20_17636366_17637258","ZIC1","chr20_17681993_17682944","aCRE","ZIC1__chr20_17681993_17682944",TRUE,"RRBP1"
"chr20_20073583_20074462","NEUROD2","chr20_20367390_20368419","tCRE","NEUROD2__chr20_20367390_20368419",TRUE,"INSM1"
"chr20_21189530_21190634","SOX13","chr20_21303016_21303979","tCRE","SOX13__chr20_21303016_21303979",TRUE,"ENSG00000275457.1"
"chr20_21189530_21190634","SOX13","chr20_21105321_21106539","aCRE","SOX13__chr20_21105321_21106539",TRUE,"LINC00237"
"chr20_21189530_21190634","SOX13","chr20_21514772_21515583","aCRE","SOX13__chr20_21514772_21515583",TRUE,NA
"chr20_21189530_21190634","SOX13","chr20_21100211_21101459","aCRE","SOX13__chr20_21100211_21101459",TRUE,"ONTG20000000268.1"
"chr20_21189530_21190634","SOX13","chr20_21105321_21106539","tCRE","SOX13__chr20_21105321_21106539",TRUE,"LINC00237"
"chr20_21189530_21190634","FOXN3","chr20_21303016_21303979","tCRE","FOXN3__chr20_21303016_21303979",TRUE,"ENSG00000275457.1"
"chr20_21189530_21190634","FOXN3","chr20_21105321_21106539","aCRE","FOXN3__chr20_21105321_21106539",TRUE,"LINC00237"
"chr20_21189530_21190634","FOXN3","chr20_21514772_21515583","aCRE","FOXN3__chr20_21514772_21515583",TRUE,NA
"chr20_21189530_21190634","FOXN3","chr20_21100211_21101459","aCRE","FOXN3__chr20_21100211_21101459",TRUE,"ONTG20000000268.1"
"chr20_21189530_21190634","FOXN3","chr20_21105321_21106539","tCRE","FOXN3__chr20_21105321_21106539",TRUE,"LINC00237"
"chr20_23826213_23827420","ZIC1","chr20_23775806_23776977","aCRE","ZIC1__chr20_23775806_23776977",TRUE,"CSTP2"
"chr20_23826213_23827420","GLIS3","chr20_23775806_23776977","aCRE","GLIS3__chr20_23775806_23776977",TRUE,"CSTP2"
"chr20_25319966_25320836","ZIC1","chr20_25247735_25248651","tCRE","ZIC1__chr20_25247735_25248651",TRUE,"PYGB"
"chr20_25319966_25320836","ZIC1","chr20_25390455_25391351","aCRE","ZIC1__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","ZIC1","chr20_25390455_25391351","tCRE","ZIC1__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","NEUROD1","chr20_25247735_25248651","tCRE","NEUROD1__chr20_25247735_25248651",TRUE,"PYGB"
"chr20_25319966_25320836","NEUROD1","chr20_25390455_25391351","aCRE","NEUROD1__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","NEUROD1","chr20_25390455_25391351","tCRE","NEUROD1__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","PBX3","chr20_25247735_25248651","tCRE","PBX3__chr20_25247735_25248651",TRUE,"PYGB"
"chr20_25319966_25320836","PBX3","chr20_25390455_25391351","aCRE","PBX3__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","PBX3","chr20_25390455_25391351","tCRE","PBX3__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","ZIC2","chr20_25247735_25248651","tCRE","ZIC2__chr20_25247735_25248651",TRUE,"PYGB"
"chr20_25319966_25320836","ZIC2","chr20_25390455_25391351","aCRE","ZIC2__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_25319966_25320836","ZIC2","chr20_25390455_25391351","tCRE","ZIC2__chr20_25390455_25391351",TRUE,"ABHD12"
"chr20_30911827_30912924","SOX3","chr20_30899421_30900298","aCRE","SOX3__chr20_30899421_30900298",TRUE,"ONTG20000000558.1"
"chr20_32474894_32475940","ZIC1","chr20_32761786_32762925","aCRE","ZIC1__chr20_32761786_32762925",TRUE,"DNMT3B"
"chr20_32474894_32475940","ZIC1","chr20_32819536_32820415","tCRE","ZIC1__chr20_32819536_32820415",TRUE,"MAPRE1"
"chr20_33465320_33466314","NEUROD2","chr20_33686077_33687015","tCRE","NEUROD2__chr20_33686077_33687015",TRUE,"E2F1"
"chr20_33465320_33466314","NEUROD2","chr20_33684713_33685594","aCRE","NEUROD2__chr20_33684713_33685594",TRUE,"ONTG20000000321.1"
"chr20_33465320_33466314","ZBTB18","chr20_33686077_33687015","tCRE","ZBTB18__chr20_33686077_33687015",TRUE,"E2F1"
"chr20_33465320_33466314","ZBTB18","chr20_33684713_33685594","aCRE","ZBTB18__chr20_33684713_33685594",TRUE,"ONTG20000000321.1"
"chr20_33465320_33466314","PAX6","chr20_33686077_33687015","tCRE","PAX6__chr20_33686077_33687015",TRUE,"E2F1"
"chr20_33465320_33466314","PAX6","chr20_33684713_33685594","aCRE","PAX6__chr20_33684713_33685594",TRUE,"ONTG20000000321.1"
"chr20_33561786_33562828","SHOX2","chr20_33686077_33687015","tCRE","SHOX2__chr20_33686077_33687015",TRUE,"E2F1"
"chr20_33561786_33562828","SHOX2","chr20_33674018_33674911","tCRE","SHOX2__chr20_33674018_33674911",TRUE,"NECAB3"
